,cognitive_process_dimension_level,knowledge_dimension_level,Analyzing,Understanding,Evaluating,Applying,Remembering,Creating,conceptual_knowledge,factual_knowledge,procedural_knowledge,metacognitive_knowledge,bloom_todo
14399,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14400,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14401,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14402,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14403,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14404,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14405,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14406,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14407,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14408,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14409,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14410,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14411,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14412,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14413,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14414,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14415,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14416,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14417,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14418,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14419,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14420,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14421,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14422,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14423,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14424,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14425,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14426,"Understanding, Analyzing",Conceptual Knowledge,1,1,0,0,0,0,0,0,0,0,0
14427,"Understanding, Analyzing",Conceptual Knowledge,1,1,0,0,0,0,0,0,0,0,0
14428,"Understanding, Analyzing",Conceptual Knowledge,1,1,0,0,0,0,0,0,0,0,0
14429,"Understanding, Analyzing",Conceptual Knowledge,1,1,0,0,0,0,0,0,0,0,0
14430,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14431,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14432,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14433,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14434,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14435,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14436,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14437,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14438,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14439,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14440,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14441,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14442,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14443,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14444,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14445,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14446,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14447,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14448,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14449,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14450,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14451,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14452,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14453,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14454,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14455,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14456,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14457,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14458,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14459,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14460,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14461,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14462,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14463,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14464,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14465,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14466,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14467,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14468,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14469,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14470,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14471,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14472,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14473,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14474,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14475,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14476,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14477,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14478,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14479,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14480,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14481,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14482,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14483,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14484,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14485,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14486,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14487,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14488,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14489,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14490,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14491,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14492,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14493,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14494,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14495,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14496,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14497,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14498,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14499,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14500,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14501,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14502,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14503,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14504,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14505,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14506,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14507,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14508,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14509,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14510,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14511,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14512,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14513,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14514,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14515,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14516,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14517,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14518,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14519,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14520,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14521,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14522,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14523,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14524,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14525,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14526,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14527,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14528,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14529,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14530,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14531,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14532,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14533,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14534,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14535,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14536,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14537,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14538,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14539,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14540,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14541,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14542,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14543,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14544,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14545,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14546,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14547,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14548,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14549,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14550,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14551,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14552,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14553,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14554,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14555,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14556,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14557,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14558,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14559,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14560,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14561,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14562,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14563,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14564,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14565,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14566,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14567,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14568,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14569,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14570,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14571,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14572,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14573,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14574,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14575,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14576,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14577,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14578,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14579,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14580,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14581,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14582,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14583,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14584,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14585,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14586,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14587,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14588,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14589,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14590,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14591,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14592,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14593,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14594,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14595,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14596,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14597,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14598,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14599,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14600,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14601,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14602,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14603,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14604,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14605,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14606,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14607,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14608,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14609,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14610,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14611,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14612,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14613,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14614,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14615,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14616,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14617,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14618,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14619,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14620,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14621,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14622,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14623,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14624,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14625,Remembering,Conceptual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14626,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14627,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14628,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14629,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14630,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14631,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14632,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14633,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14634,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14635,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14636,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14637,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14638,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14639,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14640,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14641,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14642,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14643,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14644,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14645,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14646,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14647,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14648,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14649,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14650,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14651,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14652,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14653,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14654,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14655,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14656,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14657,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14658,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14659,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14660,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14661,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14662,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14663,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14664,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14665,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14666,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14667,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14668,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14669,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
14670,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14671,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14672,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14673,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
14674,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14675,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14676,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14677,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
14678,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14679,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14680,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14681,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
14682,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14683,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14684,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14685,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
14686,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14687,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14688,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14689,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14690,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14691,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14692,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14693,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14694,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14695,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14696,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14697,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14698,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14699,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14700,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14701,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14702,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14703,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14704,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14705,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14706,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14707,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14708,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14709,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14710,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14711,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14712,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14713,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14714,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14715,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14716,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14717,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14718,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14719,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14720,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14721,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14722,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14723,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14724,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14725,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14726,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14727,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14728,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14729,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14730,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14731,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14732,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14733,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14734,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14735,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14736,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14737,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14738,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14739,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14740,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14741,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14742,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14743,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14744,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14745,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
14746,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
